NO2,O3,PM10,PM2.5,wind_speed,temperature,solar_radiation,humidity
4.4,72.0,6.6,3.9,5.15,-4.1,1.0,84
4.5,72.0,6.9,4.1,4.75,-4.6,0.0,83
4.6,72.0,7.1,4.4,4.2,-4.7,0.0,84
4.6,70.0,7.3,4.8,4.43,-4.2,0.0,83
4.7,66.0,7.3,5.2,4.13,-3.5,0.0,83
4.9,63.0,7.3,5.1,4.07,-3.2,0.0,81
4.8,62.0,7.1,5.0,4.16,-3.0,0.0,79
4.3,63.0,6.9,4.8,3.54,-4.0,0.0,82
3.9,64.0,6.6,4.5,3.62,-4.1,0.0,84
3.8,67.0,6.5,4.3,3.81,-3.9,0.0,84
3.4,70.0,6.2,4.2,3.29,-3.8,0.0,85
3.8,70.0,5.7,4.2,3.36,-3.8,0.0,84
4.2,69.0,5.7,4.2,3.3,-3.9,0.0,85
4.4,68.0,5.5,4.5,3.0,-5.5,0.0,81
4.3,70.0,5.4,4.5,2.87,-6.7,0.0,84
4.1,73.0,5.1,4.2,3.03,-6.4,50.0,83
3.6,78.0,4.2,3.6,3.06,-5.4,153.0,81
3.2,80.0,3.9,3.3,2.96,-4.5,230.0,78
2.7,80.0,3.7,3.0,2.8,-3.5,256.0,77
2.6,80.0,3.6,2.8,1.81,-2.1,255.0,68
2.7,80.0,3.6,2.8,1.47,-2.2,194.0,66
3.0,80.0,3.8,2.7,1.22,-2.2,163.0,65
3.8,79.0,4.3,2.9,0.51,-2.4,105.0,68
5.6,76.0,4.9,3.9,0.2,-2.8,34.0,70
8.8,75.0,5.4,4.3,0.46,-4.3,1.0,70
9.4,74.0,5.5,4.4,1.23,-4.9,0.0,74
9.6,69.0,5.6,4.8,1.35,-6.8,0.0,75
9.3,69.0,5.2,4.4,1.51,-7.4,0.0,76
8.6,71.0,5.0,4.2,1.68,-7.4,0.0,77
8.8,73.0,5.3,4.3,1.76,-7.8,0.0,79
7.7,72.0,5.5,4.5,1.95,-6.8,0.0,80
5.6,71.0,5.7,4.7,2.93,-4.8,0.0,76
4.6,72.0,5.6,4.0,2.91,-4.3,0.0,77
4.4,71.0,6.7,5.2,3.1,-3.9,0.0,74
3.8,72.0,6.4,5.2,3.56,-4.1,0.0,73
3.2,77.0,5.8,4.8,3.8,-3.8,0.0,72
3.8,74.0,6.5,5.3,4.26,-3.3,0.0,73
3.6,75.0,6.9,5.6,4.36,-3.5,0.0,77
3.7,77.0,6.5,5.8,4.56,-3.8,0.0,81
3.6,78.0,6.5,5.3,4.76,-3.3,40.0,81
3.6,77.0,7.4,6.0,4.5,-2.9,93.0,81
3.8,74.0,8.4,6.9,5.0,-2.5,137.0,81
4.0,75.0,9.4,6.8,5.11,-2.3,147.0,80
3.8,79.0,7.7,6.8,5.37,-1.9,157.0,78
3.7,80.0,7.1,5.4,5.1,-1.9,170.0,76
3.7,84.0,6.6,4.1,5.41,-1.9,218.0,76
3.7,84.0,5.9,3.8,6.05,-2.5,149.0,78
4.0,82.0,6.4,3.9,6.51,-3.0,53.0,79
3.8,82.0,6.0,3.7,7.38,-3.0,2.0,78
3.9,78.0,6.9,3.8,7.5,-2.7,0.0,78
3.7,84.0,6.7,3.4,7.9,-2.7,0.0,78
3.4,86.0,6.6,3.2,8.27,-2.7,0.0,78
3.0,83.0,6.4,3.1,8.16,-2.7,0.0,78
2.5,83.0,6.2,3.0,8.29,-2.7,0.0,78
2.5,85.0,5.7,2.8,7.83,-2.5,0.0,80
2.6,83.0,5.6,2.9,7.33,-2.3,0.0,77
2.7,82.0,6.0,2.9,7.31,-2.5,0.0,79
2.6,82.0,6.8,3.1,7.25,-2.8,0.0,80
2.3,83.0,5.9,3.6,7.57,-2.9,0.0,79
2.2,84.0,5.8,3.6,8.28,-3.0,0.0,78
2.1,89.0,5.8,3.3,8.67,-3.2,0.0,79
2.1,92.0,5.6,3.6,8.18,-3.2,0.0,79
2.4,90.0,5.6,4.2,8.21,-3.3,1.0,79
2.7,90.0,5.8,4.5,8.45,-3.2,30.0,77
2.6,92.0,6.0,4.0,8.57,-3.1,91.0,75
2.5,92.0,6.4,4.1,8.88,-3.0,132.0,74
2.5,91.0,7.2,4.6,9.18,-2.8,174.0,73
2.6,90.0,7.7,5.0,8.63,-2.5,202.0,69
2.8,89.0,7.8,5.3,8.06,-2.7,202.0,70
2.9,90.0,7.5,5.0,8.21,-2.7,176.0,71
3.0,87.0,7.0,4.4,8.34,-2.5,125.0,71
3.1,87.0,6.9,4.0,8.3,-2.7,51.0,74
3.6,86.0,7.1,4.0,8.14,-2.7,2.0,75
3.8,85.0,7.3,4.1,7.85,-2.4,0.0,74
4.1,85.0,7.5,4.3,7.72,-2.5,0.0,75
4.0,84.0,7.7,4.8,7.46,-2.7,0.0,76
3.9,84.0,7.9,5.0,7.04,-2.8,0.0,77
3.7,83.0,8.5,5.5,6.62,-2.8,0.0,77
3.6,82.0,8.4,6.0,6.46,-3.0,0.0,78
3.4,82.0,8.5,6.8,6.67,-2.9,0.0,77
3.5,81.0,9.2,7.3,6.49,-3.1,0.0,78
3.5,80.0,9.7,8.4,6.35,-3.2,0.0,78
3.4,80.0,10.2,9.0,6.07,-3.3,0.0,79
3.8,80.0,10.6,8.8,6.38,-3.3,0.0,79
3.6,80.0,11.1,8.6,5.85,-3.3,0.0,79
3.8,80.0,10.8,8.4,5.74,-3.2,0.0,79
4.2,79.0,10.3,8.0,5.69,-3.0,1.0,79
4.5,78.0,10.1,7.8,5.95,-2.7,31.0,78
4.4,79.0,9.6,8.2,6.34,-2.5,87.0,78
4.6,79.0,9.0,7.9,5.95,-2.5,94.0,78
5.0,80.0,8.8,7.5,5.15,-2.2,112.0,78
4.9,80.0,8.3,6.9,5.06,-2.0,109.0,80
4.9,81.0,7.4,6.4,4.73,-2.3,120.0,81
4.8,82.0,7.1,5.9,4.36,-2.3,91.0,80
5.1,83.0,7.2,5.6,4.05,-2.3,63.0,77
5.6,83.0,6.9,5.8,3.33,-2.4,34.0,77
5.8,82.0,6.3,5.3,3.07,-2.5,2.0,77
5.9,80.0,6.1,5.1,3.12,-2.5,0.0,77
5.6,76.0,6.5,5.7,2.22,-2.8,0.0,78
5.9,76.0,6.9,4.6,2.22,-3.1,0.0,81
5.5,76.0,6.4,5.1,2.28,-3.2,0.0,81
5.3,76.0,7.1,4.7,2.12,-3.2,0.0,80
6.0,75.0,6.4,5.7,1.7,-3.6,0.0,80
7.8,70.0,7.6,6.4,2.01,-4.2,0.0,81
8.5,68.0,8.0,7.2,2.42,-4.8,0.0,82
6.7,65.0,8.3,7.0,2.35,-5.7,0.0,83
6.9,66.0,8.2,7.0,1.95,-7.3,0.0,83
8.5,64.0,8.9,7.7,2.26,-7.8,0.0,84
10.0,62.0,10.2,8.7,2.42,-7.4,0.0,83
13.2,58.0,11.1,9.3,2.41,-6.4,0.0,81
17.0,55.0,11.2,9.8,2.72,-5.8,1.0,82
21.7,50.0,11.9,10.2,3.47,-4.8,26.0,81
14.5,56.0,10.6,9.2,3.36,-3.4,74.0,80
9.8,68.0,10.2,8.0,2.7,-2.5,103.0,80
8.1,72.0,8.6,7.1,2.62,-1.4,182.0,79
6.2,75.0,9.0,7.1,3.36,0.6,346.0,75
6.2,78.0,8.5,6.3,4.05,0.6,352.0,74
6.4,77.0,8.7,7.1,3.97,0.8,213.0,75
7.9,76.0,9.2,7.6,3.52,0.6,117.0,77
8.7,74.0,9.6,7.9,3.91,-0.3,42.0,84
9.7,72.0,10.6,9.1,3.76,-0.9,3.0,87
8.2,68.0,11.9,10.4,4.01,-2.0,0.0,89
6.9,65.0,11.3,10.4,4.46,-2.9,0.0,90
7.3,68.0,11.4,9.1,4.66,-3.6,0.0,90
6.4,71.0,10.8,9.7,4.31,-4.0,0.0,90
6.3,71.0,9.7,9.0,3.8,-4.5,0.0,90
6.1,66.0,9.2,8.3,3.14,-4.8,0.0,90
6.2,66.0,10.8,8.4,3.07,-4.9,0.0,90
6.6,66.0,10.7,8.5,2.71,-4.9,0.0,90
6.4,63.0,10.8,8.6,2.39,-5.4,0.0,90
6.3,60.0,10.5,8.7,2.23,-6.4,0.0,90
7.6,58.0,10.2,8.9,1.79,-7.0,0.0,90
9.2,53.0,10.7,9.2,1.83,-6.8,0.0,93
11.4,47.0,10.9,9.6,2.26,-5.6,0.0,96
14.7,48.0,10.3,7.9,2.45,-4.8,2.0,95
13.1,52.0,9.1,7.0,3.19,-3.8,54.0,95
10.5,56.0,7.9,6.5,3.51,-2.6,137.0,90
6.4,65.0,6.1,5.0,3.35,-2.0,235.0,83
4.3,72.0,4.8,3.4,3.05,-1.5,340.0,80
3.7,74.0,4.1,3.1,3.25,-1.4,388.0,80
3.5,76.0,3.9,3.3,3.2,-1.7,369.0,79
4.3,77.0,4.0,3.0,3.0,-2.0,310.0,79
5.5,76.0,4.4,3.7,2.72,-2.4,211.0,80
6.6,73.0,5.3,4.5,2.41,-3.5,92.0,85
7.7,69.0,6.3,5.3,2.6,-4.3,7.0,87
8.8,69.0,6.4,5.4,2.56,-4.6,0.0,87
9.0,70.0,6.8,5.5,2.07,-5.2,0.0,87
8.5,72.0,6.8,4.5,2.21,-5.2,0.0,86
9.2,72.0,6.0,4.1,2.16,-5.2,0.0,85
8.4,71.0,5.8,3.8,2.35,-4.9,0.0,85
8.4,68.0,6.2,3.8,2.7,-4.8,0.0,86
8.0,68.0,7.8,5.8,2.77,-5.8,0.0,91
8.5,68.0,9.0,7.4,2.77,-5.8,0.0,90
8.4,69.0,9.5,7.8,3.39,-5.3,0.0,89
8.0,67.0,9.1,7.3,3.67,-4.8,0.0,89
6.4,69.0,7.8,6.2,4.4,-4.2,0.0,89
4.7,77.0,6.9,5.1,5.05,-3.8,0.0,88
4.3,79.0,6.7,4.8,5.32,-4.0,0.0,89
5.6,79.0,6.4,4.6,5.67,-3.7,3.0,87
5.1,81.0,5.7,4.4,6.34,-2.8,53.0,84
4.6,84.0,5.5,4.0,6.67,-2.3,124.0,83
3.7,85.0,5.2,3.8,6.85,-2.0,188.0,82
3.1,83.0,6.6,4.6,7.31,-1.5,263.0,78
3.4,83.0,7.9,6.3,6.97,-1.1,206.0,77
3.9,82.0,8.3,6.7,7.49,-1.4,214.0,75
5.0,82.0,9.2,6.6,7.76,-1.5,81.0,76
6.1,82.0,9.7,7.2,7.37,-1.6,38.0,78
7.2,81.0,9.3,7.8,6.91,-1.5,12.0,83
7.9,77.0,9.4,8.4,6.69,-1.2,1.0,87
8.4,71.0,10.4,8.6,6.49,-1.1,0.0,89
8.8,65.0,11.3,10.0,6.28,-0.6,0.0,92
9.1,58.0,12.5,10.8,6.24,-0.1,0.0,94
9.8,51.0,12.5,11.4,6.03,0.3,0.0,95
10.6,46.0,12.6,11.5,5.89,0.6,0.0,96
11.4,42.0,13.8,12.2,5.92,0.9,0.0,96
14.2,40.0,11.9,11.2,6.1,1.1,0.0,97
13.4,38.0,11.8,10.9,6.15,1.3,0.0,97
12.3,39.0,9.1,7.9,5.71,1.5,0.0,96
10.7,41.0,5.4,5.3,4.99,1.6,0.0,97
9.9,43.0,5.6,5.5,3.65,1.2,0.0,99
9.1,46.0,4.9,4.7,2.79,1.0,0.0,98
9.6,43.0,4.1,4.1,3.04,1.2,0.0,98
9.3,52.0,4.6,4.4,4.12,1.9,2.0,98
7.6,59.0,7.2,4.6,5.3,3.2,33.0,96
4.3,65.0,9.9,5.2,5.88,4.1,143.0,94
3.5,73.0,10.5,5.2,5.83,4.9,218.0,92
3.6,74.0,10.7,4.8,5.69,4.6,217.0,94
3.7,73.0,8.2,3.6,5.85,4.0,111.0,94
3.6,70.0,6.9,2.8,6.11,3.3,75.0,96
3.3,72.0,6.1,2.7,6.45,3.8,74.0,95
3.1,71.0,5.2,2.5,6.66,3.8,54.0,94
3.2,75.0,8.8,2.3,6.53,3.8,50.0,90
3.3,78.0,9.4,2.6,6.67,2.5,8.0,83
3.1,79.0,9.4,3.1,6.89,2.5,0.0,80
3.1,78.0,9.1,3.5,6.42,2.2,0.0,87
3.3,78.0,8.6,3.5,5.26,1.6,0.0,92
3.6,76.0,8.1,3.5,4.74,1.1,0.0,94
4.5,74.0,7.5,3.8,4.09,0.7,0.0,94
5.2,72.0,6.9,4.0,3.45,0.2,0.0,95
5.8,67.0,8.9,4.3,2.75,0.6,0.0,96
6.5,61.0,8.7,4.7,1.74,0.4,0.0,96
7.2,59.0,9.3,4.8,1.88,0.4,0.0,97
8.1,58.0,8.8,4.8,1.54,0.5,0.0,98
8.1,53.0,6.9,4.8,1.42,0.3,0.0,99
7.7,53.0,5.0,3.4,3.08,0.5,0.0,100
6.7,56.0,3.6,2.6,3.77,0.4,0.0,100
7.9,60.0,3.3,2.3,4.76,0.3,1.0,100
8.8,63.0,2.8,2.2,5.08,0.5,17.0,99
7.1,68.0,2.6,1.9,5.28,0.8,33.0,97
6.8,68.0,2.7,2.2,4.88,0.9,71.0,96
7.5,64.0,3.4,2.6,4.56,1.2,110.0,96
8.9,54.0,4.3,3.2,4.75,1.0,112.0,98
11.1,42.0,4.7,3.3,4.75,1.2,143.0,99
12.9,33.0,4.2,3.3,3.76,1.3,71.0,99
13.0,32.0,4.4,3.3,3.59,1.5,42.0,99
12.0,35.0,4.6,3.6,4.24,1.8,7.0,99
10.6,40.0,4.8,4.3,3.65,1.9,5.0,99
8.2,51.0,5.4,4.2,3.7,2.3,0.0,99
6.5,56.0,6.7,4.7,5.08,3.1,0.0,99
5.1,66.0,7.7,4.6,5.56,3.5,0.0,99
4.3,66.0,7.0,4.1,5.71,3.7,0.0,98
3.7,68.0,8.6,4.7,5.43,3.5,0.0,98
2.7,69.0,9.9,5.3,5.3,3.3,0.0,99
2.4,70.0,10.4,5.2,5.2,3.4,0.0,98
2.4,70.0,10.1,5.3,4.76,3.0,0.0,98
2.4,71.0,10.2,5.6,4.5,2.5,0.0,99
2.4,71.0,10.0,5.7,4.23,2.4,0.0,99
2.8,68.0,8.9,5.7,3.95,2.1,0.0,98
3.3,69.0,8.2,5.6,4.34,1.8,0.0,98
4.6,67.0,6.8,5.0,3.34,2.0,0.0,95
7.4,64.0,6.1,4.8,3.51,2.5,4.0,98
8.2,59.0,5.6,4.4,4.49,3.3,23.0,97
7.2,60.0,6.6,4.8,4.76,4.0,76.0,96
5.2,69.0,7.8,4.9,4.81,4.8,162.0,95
4.1,70.0,7.7,4.8,4.87,5.3,181.0,93
3.9,71.0,7.9,4.8,5.04,5.3,202.0,91
4.2,72.0,8.1,4.8,4.86,5.7,186.0,89
5.2,70.0,8.5,4.8,4.13,5.9,143.0,88
6.6,70.0,9.4,5.0,3.83,5.5,72.0,90
7.8,68.0,10.3,5.5,3.83,4.4,39.0,95
8.9,65.0,11.0,6.1,3.65,3.2,7.0,98
9.5,61.0,10.5,6.5,3.43,2.7,0.0,99
8.4,59.0,9.3,6.6,3.6,2.6,0.0,99
7.8,60.0,9.0,6.8,3.19,2.7,0.0,98
8.0,59.0,9.1,7.1,3.29,2.7,0.0,99
8.5,56.0,9.9,7.9,3.11,2.3,0.0,99
8.0,55.0,10.8,8.1,2.95,2.0,0.0,99
8.7,47.0,10.9,8.0,2.23,3.2,0.0,99
9.0,44.0,10.6,8.4,2.09,2.7,0.0,99
8.3,43.0,9.6,8.0,2.56,2.5,0.0,99
7.1,43.0,8.5,7.4,2.78,2.4,0.0,100
7.2,38.0,9.3,6.8,2.48,2.0,0.0,99
8.3,35.0,10.4,8.0,2.16,1.9,0.0,100
11.7,32.0,11.1,9.6,1.69,1.5,0.0,100
16.0,27.0,12.5,10.7,2.04,1.5,5.0,100
20.9,28.0,13.0,10.7,2.13,2.0,39.0,100
16.3,37.0,11.2,8.9,1.84,2.7,90.0,99
17.1,46.0,11.2,8.4,1.57,3.7,154.0,88
17.0,46.0,12.0,9.1,1.32,4.0,153.0,85
15.3,47.0,11.1,8.2,1.16,2.5,182.0,95
16.3,48.0,11.4,8.1,1.43,2.8,157.0,94
16.0,44.0,10.7,7.7,1.76,3.0,124.0,93
16.2,39.0,10.3,7.7,1.32,3.0,75.0,93
17.6,36.0,10.3,8.1,0.96,2.7,32.0,94
17.4,42.0,10.1,7.7,1.41,1.8,4.0,98
15.2,35.0,10.4,7.6,2.75,0.9,0.0,99
13.4,45.0,9.1,6.9,3.21,0.5,0.0,99
11.4,53.0,8.5,6.8,3.1,0.5,0.0,97
11.4,54.0,9.0,6.8,3.15,0.5,0.0,96
13.7,51.0,9.6,7.6,3.24,0.4,0.0,96
13.6,48.0,8.9,7.0,3.34,0.5,0.0,96
14.9,46.0,9.6,7.7,3.77,0.2,0.0,96
13.7,46.0,11.4,8.7,3.64,0.2,0.0,96
13.0,49.0,11.9,7.9,4.28,0.2,0.0,97
10.2,54.0,10.7,7.3,4.49,0.2,0.0,97
8.5,54.0,9.6,7.7,5.07,0.3,0.0,98
8.2,55.0,10.0,6.8,5.34,0.6,0.0,98
7.8,56.0,9.7,7.9,5.44,0.5,0.0,98
7.0,57.0,9.7,7.0,5.79,0.6,2.0,98
8.6,58.0,9.0,7.0,5.94,0.9,20.0,98
10.3,55.0,11.4,8.2,5.8,1.2,37.0,98
11.2,51.0,10.9,9.3,5.14,2.0,93.0,96
10.2,47.0,12.5,9.8,5.3,2.3,102.0,95
9.8,42.0,16.3,13.0,5.35,2.5,125.0,95
11.4,38.0,16.9,11.4,5.15,3.5,114.0,94
13.8,34.0,19.2,12.9,5.0,4.1,112.0,94
14.7,31.0,19.7,14.7,4.53,4.1,86.0,96
15.1,33.0,22.1,17.6,4.88,3.7,41.0,98
14.8,36.0,21.1,18.4,5.06,3.5,8.0,98
14.3,37.0,21.4,18.7,5.39,3.2,0.0,98
14.3,38.0,20.3,17.4,5.53,3.2,0.0,97
12.4,41.0,20.1,15.1,5.57,3.0,0.0,97
11.7,45.0,18.5,14.7,5.73,3.0,0.0,97
10.2,47.0,17.3,14.6,5.95,3.4,0.0,97
7.0,51.0,18.9,14.1,5.61,3.7,0.0,98
7.3,47.0,18.6,14.4,5.78,4.2,0.0,97
7.6,46.0,19.3,15.0,5.24,4.1,0.0,98
7.7,43.0,19.6,16.4,4.82,4.0,0.0,98
8.9,41.0,19.8,17.2,4.86,4.2,0.0,98
10.8,39.0,20.4,18.0,5.12,4.4,0.0,98
10.3,37.0,21.7,18.4,5.44,4.7,0.0,99
10.6,35.0,23.4,19.7,5.5,5.2,0.0,99
11.7,34.0,24.4,21.1,5.82,6.1,8.0,98
11.4,36.0,23.8,22.2,6.31,7.4,61.0,97
10.8,41.0,24.1,21.6,6.53,8.9,153.0,96
9.8,46.0,25.9,20.1,6.81,9.9,222.0,92
8.8,49.0,30.3,17.0,7.07,10.6,272.0,87
8.2,52.0,30.8,14.9,6.11,9.7,243.0,88
7.7,54.0,28.1,14.6,6.64,10.1,214.0,85
7.7,56.0,24.2,14.1,6.4,10.3,193.0,83
8.2,59.0,23.8,13.4,5.59,9.8,126.0,85
8.7,62.0,23.3,13.6,5.22,9.0,40.0,89
10.1,60.0,23.2,14.0,5.29,8.3,5.0,92
9.8,59.0,26.5,14.5,5.51,7.9,0.0,96
9.2,58.0,28.8,15.0,5.75,7.2,0.0,98
8.6,59.0,28.7,16.3,6.2,7.0,0.0,98
8.5,59.0,28.3,14.4,6.23,7.1,0.0,98
7.9,56.0,23.2,14.3,6.24,7.2,0.0,96
6.8,61.0,17.7,12.3,6.16,7.2,0.0,96
5.7,60.0,14.2,9.3,6.25,7.6,0.0,95
5.0,60.0,11.2,7.9,5.79,7.0,0.0,97
4.5,61.0,8.6,6.7,5.97,6.8,0.0,98
3.8,65.0,8.1,5.4,5.45,6.5,0.0,98
3.5,65.0,7.7,4.9,5.58,6.4,0.0,97
3.6,64.0,7.1,4.6,5.66,6.4,0.0,97
4.5,64.0,6.0,4.0,5.51,7.0,0.0,97
6.0,62.0,6.0,3.8,5.41,7.0,4.0,98
6.5,62.0,6.0,3.7,5.63,7.2,31.0,98
6.6,61.0,5.5,4.4,5.88,7.7,69.0,97
6.2,60.0,6.7,5.0,5.84,8.2,140.0,94
5.7,61.0,7.4,5.6,6.08,8.3,147.0,92
5.4,62.0,7.1,4.8,5.51,8.6,96.0,90
5.7,63.0,7.2,4.8,5.1,8.5,121.0,91
6.6,62.0,6.8,4.9,4.48,8.2,73.0,92
8.2,62.0,6.4,4.9,3.89,8.0,32.0,94
10.0,61.0,7.1,5.7,3.48,7.6,17.0,96
11.7,58.0,7.7,6.5,3.48,7.2,2.0,97
12.6,54.0,8.4,7.3,3.54,7.7,0.0,98
12.9,47.0,8.4,7.2,3.28,7.3,0.0,98
12.4,43.0,8.6,8.1,2.61,6.9,0.0,99
11.4,41.0,9.7,8.5,2.16,6.7,0.0,99
10.8,40.0,9.3,7.8,2.35,6.6,0.0,98
10.8,36.0,8.4,7.6,2.46,6.6,0.0,99
10.8,35.0,9.5,8.7,2.15,6.7,0.0,99
11.1,35.0,10.0,9.1,2.04,6.8,0.0,99
11.4,29.0,10.6,9.7,2.21,6.8,0.0,99
11.1,28.0,10.8,10.0,1.84,6.7,0.0,99
11.3,28.0,10.8,10.1,1.6,6.4,0.0,99
11.4,28.0,11.1,10.0,1.7,5.9,0.0,99
11.8,26.0,10.8,9.8,2.36,6.7,0.0,99
12.6,27.0,10.3,9.5,2.03,6.6,4.0,100
12.6,31.0,10.9,9.2,2.57,6.7,17.0,100
10.8,32.0,11.8,10.0,3.43,7.2,75.0,100
10.3,34.0,11.3,9.2,3.47,7.7,58.0,100
9.6,35.0,8.3,7.8,3.5,8.3,53.0,100
8.3,36.0,6.8,6.5,4.15,8.2,71.0,100
8.1,36.0,4.9,4.7,4.19,8.5,73.0,100
7.9,47.0,5.5,4.2,3.99,9.1,57.0,99
7.7,48.0,6.5,5.3,4.57,9.1,58.0,97
7.5,48.0,8.5,5.9,4.3,8.6,52.0,97
7.3,50.0,8.6,6.0,3.78,7.6,13.0,96
8.8,49.0,8.6,6.4,3.91,7.0,0.0,95
9.7,44.0,8.1,5.8,3.41,6.0,0.0,97
7.8,49.0,7.0,6.0,5.54,5.5,0.0,95
5.9,59.0,6.4,5.6,7.11,5.9,0.0,91
5.8,57.0,6.9,4.6,6.5,6.1,0.0,93
5.2,58.0,5.2,3.7,6.19,6.0,0.0,94
4.8,58.0,6.0,3.3,6.2,5.3,0.0,95
4.1,59.0,4.9,3.4,6.41,5.1,0.0,95
3.0,58.0,5.1,3.5,7.69,3.8,0.0,93
3.0,52.0,5.6,2.9,7.33,3.0,0.0,93
2.1,69.0,4.8,2.7,8.55,3.2,0.0,88
1.4,83.0,8.0,2.3,7.98,3.6,0.0,80
1.5,83.0,8.7,3.0,7.12,3.2,0.0,83
1.8,88.0,8.7,2.7,6.49,3.3,12.0,83
1.8,88.0,8.3,2.7,5.49,3.7,105.0,81
1.8,89.0,7.0,2.7,6.7,4.7,237.0,76
2.0,89.0,6.1,2.8,5.34,5.8,312.0,70
2.2,89.0,5.7,2.8,6.11,7.2,379.0,63
2.3,86.0,5.7,2.9,5.63,6.8,226.0,67
3.0,82.0,6.3,3.2,5.33,7.2,290.0,69
3.5,78.0,8.7,4.7,4.79,7.6,303.0,64
4.1,77.0,11.2,5.1,4.12,7.8,247.0,60
5.0,71.0,10.8,5.5,2.95,6.9,127.0,65
6.8,66.0,13.1,6.6,3.39,5.6,20.0,73
7.6,62.0,16.1,8.8,4.1,5.8,0.0,77
8.0,54.0,16.5,10.0,4.22,5.6,0.0,84
8.2,52.0,17.2,10.8,4.18,5.5,0.0,86
8.5,51.0,16.1,10.5,3.86,5.6,0.0,87
8.6,50.0,12.7,10.0,3.8,6.1,0.0,85
7.4,51.0,13.8,9.3,4.06,6.2,0.0,84
6.7,49.0,12.3,8.8,3.93,6.2,0.0,87
7.5,47.0,11.8,8.4,3.7,6.2,0.0,88
7.8,45.0,11.4,8.5,3.54,6.4,0.0,89
7.0,47.0,11.2,8.0,3.21,6.3,0.0,90
6.0,49.0,9.4,7.4,3.28,6.6,0.0,91
6.2,51.0,12.1,8.1,3.4,6.7,0.0,94
7.6,49.0,11.7,8.7,3.22,6.7,0.0,96
10.3,47.0,12.3,9.2,3.4,6.8,5.0,96
10.5,45.0,12.2,9.3,3.11,6.8,17.0,98
8.9,49.0,14.1,9.9,4.32,8.1,74.0,96
8.1,50.0,14.3,10.4,4.21,9.3,214.0,90
7.9,49.0,15.2,10.6,2.91,9.9,199.0,86
7.2,47.0,14.7,10.3,4.57,11.2,227.0,76
7.2,48.0,13.4,8.1,4.34,11.5,322.0,75
8.1,53.0,10.4,6.8,3.46,11.4,233.0,77
9.0,59.0,8.1,6.5,3.5,11.1,215.0,80
10.0,59.0,8.0,6.9,4.05,10.1,105.0,81
9.3,58.0,8.5,6.8,4.2,8.8,21.0,82
9.4,58.0,9.5,7.3,4.19,8.9,0.0,78
9.4,54.0,9.6,7.5,4.08,8.4,0.0,82
10.7,45.0,10.3,8.7,4.19,7.8,0.0,84
10.5,43.0,11.3,9.3,4.41,7.1,0.0,84
11.0,47.0,10.9,9.1,4.58,6.8,0.0,83
9.7,51.0,9.9,8.7,4.82,7.1,0.0,80
8.7,49.0,10.3,9.0,4.82,7.3,0.0,77
8.8,49.0,12.4,9.4,4.65,7.0,0.0,78
8.8,47.0,12.5,10.4,4.54,6.8,0.0,79
8.7,47.0,13.0,11.2,4.46,6.4,0.0,80
8.0,48.0,14.0,12.8,4.37,6.2,0.0,80
7.8,45.0,15.3,13.1,4.48,6.1,0.0,81
9.5,43.0,17.0,13.9,4.49,6.1,0.0,80
11.7,42.0,19.2,16.8,4.55,6.2,24.0,81
10.7,45.0,21.8,18.5,4.14,7.2,129.0,80
8.8,46.0,22.5,17.5,4.67,8.4,246.0,79
7.3,51.0,20.5,14.3,4.8,9.4,343.0,76
4.5,59.0,14.1,10.8,5.17,10.2,407.0,73
3.2,70.0,9.9,5.4,5.71,9.7,417.0,70
2.9,74.0,7.3,4.2,4.63,9.4,378.0,63
3.6,77.0,9.6,4.1,4.81,9.3,355.0,58
4.5,79.0,10.1,4.1,5.17,8.4,247.0,57
5.1,79.0,11.6,4.0,4.69,7.1,121.0,67
5.6,78.0,13.5,4.4,4.32,5.8,24.0,72
5.8,72.0,13.7,5.0,4.35,4.9,0.0,76
5.8,71.0,14.4,5.5,4.29,4.1,0.0,82
5.5,69.0,15.2,5.9,4.22,3.4,0.0,87
5.5,67.0,15.6,6.3,4.42,3.0,0.0,90
5.1,67.0,15.5,6.6,4.78,2.8,0.0,90
4.7,66.0,13.4,6.0,4.91,2.7,0.0,90
4.1,65.0,12.1,5.5,5.01,2.3,0.0,90
3.7,66.0,11.2,5.0,4.84,2.2,0.0,91
3.5,64.0,10.4,4.6,4.61,2.0,0.0,93
3.7,62.0,9.5,4.3,4.42,1.7,0.0,94
3.9,61.0,9.2,4.2,4.44,1.5,0.0,94
4.0,60.0,9.3,4.2,4.46,1.2,0.0,96
5.1,60.0,11.6,4.4,4.94,1.4,0.0,95
7.4,60.0,11.7,4.6,4.81,1.9,28.0,96
6.6,62.0,12.2,4.1,4.75,3.5,139.0,93
4.9,65.0,11.4,3.9,4.5,5.1,263.0,89
3.9,71.0,9.9,4.0,4.58,6.7,366.0,82
3.4,75.0,8.6,3.6,4.52,8.1,434.0,74
3.2,78.0,7.5,3.4,4.45,8.8,458.0,69
3.2,80.0,6.8,3.2,3.91,9.3,429.0,66
4.0,81.0,6.9,3.1,3.4,9.4,360.0,65
5.3,82.0,7.4,3.1,3.0,9.1,260.0,65
7.3,78.0,7.7,4.0,2.06,8.1,143.0,71
10.0,65.0,10.1,5.3,1.73,6.0,32.0,80
11.4,58.0,11.0,6.4,2.34,5.2,0.0,80
13.9,52.0,12.2,7.4,2.55,4.3,0.0,80
