NO2,O3,PM10,PM2.5,wind_speed,temperature,solar_radiation,humidity
13.6,46.0,13.0,8.7,2.19,3.3,0.0,83
13.9,46.0,13.5,9.2,2.04,2.2,0.0,86
14.9,48.0,14.0,10.4,1.48,1.2,0.0,89
16.2,46.0,14.2,10.3,1.1,0.2,0.0,91
15.9,41.0,14.8,11.9,0.4,-0.8,0.0,93
15.2,42.0,15.5,12.5,0.4,-1.0,0.0,94
14.7,41.0,15.6,12.2,1.23,-1.1,0.0,94
12.9,41.0,15.2,11.0,1.81,-0.3,0.0,92
10.5,39.0,13.0,9.0,1.75,-0.2,0.0,92
11.1,37.0,12.4,9.6,1.86,0.3,0.0,92
13.4,33.0,12.6,10.2,1.81,0.0,0.0,94
14.8,29.0,13.5,10.1,2.39,1.0,32.0,94
11.9,36.0,13.9,10.1,2.91,2.7,146.0,93
8.9,47.0,12.7,9.0,2.64,4.2,269.0,87
6.4,60.0,10.3,7.7,2.99,5.2,371.0,78
7.2,65.0,9.4,6.2,3.05,5.9,437.0,70
7.6,66.0,9.2,6.2,2.98,6.7,461.0,69
8.9,66.0,9.0,6.4,2.96,6.9,438.0,69
10.9,64.0,9.1,6.6,2.85,6.9,372.0,70
13.9,62.0,9.3,7.0,2.76,6.6,271.0,73
16.3,60.0,11.0,8.1,3.08,5.7,149.0,78
17.3,58.0,13.2,8.7,3.18,4.3,35.0,82
17.5,57.0,13.0,9.3,3.56,4.6,0.0,79
15.5,53.0,12.7,9.9,3.59,4.7,0.0,77
14.0,51.0,13.3,10.7,3.51,4.4,0.0,79
13.8,51.0,14.2,12.8,3.36,4.0,0.0,81
14.1,48.0,15.3,14.0,3.16,3.5,0.0,82
13.9,45.0,16.2,14.8,2.84,3.2,0.0,82
13.8,45.0,16.7,14.3,2.41,2.5,0.0,84
14.1,42.0,16.7,14.9,2.28,2.2,0.0,84
14.2,38.0,16.9,14.8,2.19,2.0,0.0,85
14.5,35.0,16.9,15.0,2.29,1.8,0.0,86
16.0,32.0,17.2,15.2,2.39,1.7,0.0,87
16.9,30.0,18.0,15.9,2.53,1.6,0.0,87
17.0,29.0,18.9,16.8,2.8,1.6,0.0,88
16.8,27.0,20.4,17.3,3.06,2.5,36.0,88
13.0,33.0,21.1,17.7,3.38,4.1,152.0,87
10.6,40.0,20.6,18.6,2.85,5.6,277.0,81
8.7,42.0,19.8,17.6,2.6,6.9,379.0,73
8.5,44.0,20.9,17.3,2.27,8.3,444.0,68
8.8,48.0,20.5,17.2,2.3,9.4,467.0,65
9.8,51.0,20.2,16.9,2.32,9.6,441.0,66
12.0,53.0,20.4,17.0,2.47,9.2,326.0,69
13.9,46.0,19.4,17.3,2.45,8.6,217.0,74
16.0,38.0,19.0,18.0,2.33,7.9,140.0,77
17.7,31.0,19.7,18.6,1.65,6.3,36.0,80
18.7,28.0,22.2,19.7,1.68,5.2,0.0,78
23.0,26.0,25.2,22.3,1.68,5.4,0.0,77
22.9,29.0,28.7,25.2,2.06,5.2,0.0,77
21.9,29.0,29.5,26.6,2.24,4.8,0.0,77
20.9,26.0,31.0,27.9,1.9,4.2,0.0,78
21.3,24.0,32.6,29.4,2.09,3.7,0.0,79
18.7,23.0,31.6,27.7,1.68,2.5,0.0,83
21.4,20.0,32.3,28.6,1.74,2.4,0.0,84
20.9,16.0,31.8,28.3,1.57,2.4,0.0,84
20.2,14.0,31.1,27.6,2.02,2.4,0.0,84
19.6,13.0,29.8,27.0,1.69,2.2,0.0,86
19.4,12.0,28.5,27.1,1.68,2.6,0.0,86
21.1,10.0,28.7,27.5,1.19,2.2,0.0,89
21.0,10.0,29.2,27.8,2.2,3.3,22.0,87
16.7,12.0,30.0,28.1,2.06,4.3,42.0,86
13.7,13.0,32.5,28.2,1.61,5.2,64.0,86
13.6,24.0,35.9,30.9,0.67,7.3,171.0,82
12.5,29.0,34.3,30.2,0.86,8.6,296.0,85
14.8,32.0,33.7,30.3,1.98,6.1,199.0,96
14.6,25.0,29.0,25.5,1.6,6.6,193.0,95
15.5,24.0,26.4,25.1,1.75,6.6,216.0,96
17.5,29.0,28.3,25.9,0.76,6.7,179.0,94
18.0,29.0,29.3,26.8,0.45,6.8,122.0,91
20.4,29.0,31.6,27.6,1.31,4.9,32.0,96
25.7,14.0,29.2,26.8,1.97,5.2,0.0,90
27.7,8.0,29.4,25.1,1.51,5.2,0.0,89
29.8,8.0,29.3,26.2,1.7,4.7,0.0,90
30.9,8.0,30.6,29.0,2.01,5.0,0.0,88
29.9,8.0,34.2,32.6,1.6,4.1,0.0,89
24.7,9.0,33.2,32.1,1.41,3.2,0.0,90
23.0,12.0,31.7,29.8,1.85,4.2,0.0,88
27.4,10.0,30.6,29.9,2.41,4.8,0.0,92
29.0,4.0,30.5,28.6,2.09,4.8,0.0,94
29.0,4.0,33.6,31.4,2.11,4.8,0.0,93
31.0,9.0,32.8,31.9,1.96,4.2,0.0,93
27.1,8.0,32.4,30.8,1.93,3.9,0.0,94
26.7,10.0,34.9,31.1,1.81,3.9,0.0,94
23.2,15.0,33.2,24.7,1.62,4.8,21.0,95
19.3,17.0,32.4,26.2,1.88,6.0,105.0,97
15.5,19.0,30.1,27.7,1.61,7.4,223.0,91
13.4,33.0,30.8,28.9,2.3,8.9,334.0,88
12.6,30.0,29.3,25.9,2.4,9.4,238.0,87
14.3,33.0,31.5,25.6,2.55,10.4,387.0,84
13.3,38.0,30.4,23.2,2.62,10.9,379.0,86
11.6,38.0,26.3,22.5,2.42,9.2,160.0,91
13.3,39.0,27.6,24.1,1.72,8.8,83.0,94
15.4,40.0,31.4,24.8,2.76,7.8,73.0,96
18.4,39.0,30.0,25.0,2.36,6.2,38.0,97
24.4,30.0,29.7,24.9,1.84,5.6,0.0,95
25.6,25.0,30.5,26.4,2.2,5.1,0.0,94
26.6,23.0,31.4,26.9,2.23,4.9,0.0,89
26.7,27.0,32.3,27.0,1.97,4.7,0.0,87
23.6,30.0,32.9,27.5,2.01,4.9,0.0,88
19.1,30.0,28.9,27.3,2.45,5.0,0.0,88
18.1,33.0,29.0,26.7,2.25,5.0,0.0,87
16.9,33.0,28.8,26.3,2.3,4.8,0.0,87
16.1,28.0,27.9,25.4,1.61,4.0,0.0,89
16.3,25.0,27.2,24.0,1.43,2.8,0.0,91
17.3,22.0,26.7,22.8,1.2,2.2,0.0,93
19.4,20.0,24.3,22.3,1.63,1.6,0.0,95
19.5,19.0,23.8,21.7,1.66,1.6,0.0,96
19.5,23.0,25.2,20.8,1.81,3.4,48.0,93
16.4,35.0,26.6,22.5,1.96,5.2,170.0,92
13.0,39.0,25.9,22.1,1.77,6.8,294.0,86
11.6,41.0,24.2,21.5,2.16,7.9,396.0,80
11.2,44.0,23.2,20.6,2.36,8.4,463.0,76
11.7,49.0,22.3,19.7,2.33,8.8,488.0,71
13.3,51.0,22.3,19.7,2.5,8.6,465.0,69
14.7,53.0,22.4,19.7,2.49,8.2,401.0,68
16.2,54.0,22.0,19.3,2.17,7.8,300.0,70
18.3,49.0,21.5,18.7,2.09,6.8,174.0,75
21.4,45.0,21.3,18.7,1.89,5.2,50.0,79
22.1,42.0,21.9,19.2,1.55,4.4,0.0,80
20.0,39.0,22.8,19.7,1.75,5.0,0.0,79
19.7,32.0,24.3,20.8,2.04,4.9,0.0,82
21.9,26.0,26.1,22.3,1.85,4.3,0.0,84
20.3,33.0,28.3,24.0,2.13,4.2,0.0,82
18.1,34.0,30.6,26.3,2.04,4.0,0.0,81
17.6,34.0,32.5,28.1,1.98,2.9,0.0,85
16.4,33.0,33.9,29.6,2.19,2.6,0.0,86
16.1,29.0,34.7,30.3,2.06,2.2,0.0,88
16.9,28.0,35.6,30.5,2.13,1.8,0.0,90
12.3,28.0,35.4,30.3,2.75,1.5,0.0,92
11.1,29.0,36.4,31.0,2.84,1.5,0.0,95
12.5,30.0,38.7,33.4,2.78,0.9,0.0,97
16.7,30.0,44.9,39.3,2.78,1.2,36.0,100
16.5,31.0,41.4,36.2,3.68,2.0,90.0,100
13.2,43.0,39.0,30.2,4.08,2.9,141.0,97
9.7,53.0,32.2,26.7,3.63,4.2,164.0,92
8.6,56.0,27.7,20.2,3.17,5.5,243.0,88
7.0,59.0,25.3,18.0,2.37,6.5,287.0,86
7.1,62.0,25.5,17.6,2.3,7.4,284.0,84
7.7,66.0,25.5,17.6,3.19,7.9,247.0,84
9.4,65.0,24.2,17.9,3.28,8.1,149.0,86
10.4,61.0,22.2,18.8,3.3,8.2,115.0,85
10.8,56.0,25.1,20.7,2.91,7.6,30.0,86
10.6,58.0,30.4,24.8,2.09,6.8,0.0,88
10.1,52.0,36.9,30.1,2.67,6.9,0.0,93
11.4,48.0,38.8,32.3,2.96,7.1,0.0,95
11.3,44.0,40.6,32.7,3.21,6.9,0.0,96
11.5,42.0,41.6,35.9,3.23,6.4,0.0,97
9.9,46.0,36.9,32.6,3.43,6.3,0.0,96
8.7,54.0,33.7,22.4,3.5,6.8,0.0,99
8.5,60.0,24.3,17.1,3.13,6.6,0.0,99
7.9,52.0,25.6,17.8,3.6,6.2,0.0,100
7.6,51.0,22.8,17.9,3.78,5.8,0.0,100
7.0,51.0,23.5,17.3,4.54,5.7,0.0,100
6.6,49.0,23.2,21.5,4.79,5.9,0.0,100
7.6,47.0,23.6,22.0,4.79,6.6,0.0,99
9.4,46.0,28.5,26.6,5.24,7.1,17.0,99
10.8,41.0,28.8,28.2,5.45,7.6,74.0,97
9.6,42.0,27.8,24.7,6.59,8.4,218.0,93
8.3,47.0,23.3,19.9,7.19,9.9,338.0,77
6.9,54.0,22.4,15.9,7.16,10.1,331.0,78
7.0,55.0,13.8,11.7,6.16,9.4,226.0,85
6.2,58.0,13.0,9.9,6.61,9.4,116.0,82
7.0,63.0,9.7,9.3,5.55,9.2,107.0,84
7.5,63.0,7.1,6.2,5.36,9.1,62.0,86
7.9,62.0,6.9,5.5,5.75,8.6,22.0,87
9.3,58.0,6.6,5.3,5.44,8.2,8.0,93
8.6,56.0,6.9,5.1,4.94,8.4,0.0,94
7.0,55.0,9.0,6.3,4.85,7.5,0.0,94
5.4,63.0,11.8,6.2,4.91,6.9,0.0,95
4.1,65.0,13.3,5.4,4.84,6.3,0.0,94
3.8,68.0,14.0,5.6,4.26,5.4,0.0,94
3.3,69.0,11.5,5.2,4.51,4.8,0.0,94
3.0,69.0,11.6,5.0,4.49,4.1,0.0,94
3.2,69.0,12.1,5.1,4.76,3.7,0.0,94
2.9,69.0,12.0,5.3,4.94,3.6,0.0,92
2.8,69.0,11.9,5.4,5.01,3.5,0.0,92
2.8,69.0,11.3,4.9,4.94,3.4,0.0,91
3.2,68.0,10.7,4.5,4.75,3.2,0.0,92
4.3,67.0,11.3,4.8,4.99,3.5,1.0,92
6.2,66.0,12.3,5.3,5.34,4.7,32.0,90
5.2,68.0,12.6,5.8,4.89,5.7,108.0,88
5.0,70.0,12.6,6.4,5.19,6.6,136.0,84
4.7,71.0,12.4,6.2,6.69,8.7,347.0,74
4.1,77.0,10.9,6.1,7.63,9.9,467.0,63
3.7,80.0,10.4,6.1,9.01,10.3,474.0,59
4.7,81.0,11.7,5.5,9.87,9.8,371.0,61
6.0,80.0,13.3,6.0,9.14,9.4,227.0,65
6.8,81.0,14.1,6.2,8.41,9.1,140.0,70
7.5,82.0,14.0,6.0,8.45,8.9,105.0,70
6.5,84.0,12.8,5.9,9.08,8.4,36.0,65
6.1,84.0,12.0,6.2,9.15,8.4,1.0,68
5.6,83.0,11.2,6.2,9.79,7.9,0.0,69
4.5,84.0,11.6,6.2,10.14,8.1,0.0,68
3.9,87.0,11.0,6.0,9.96,8.4,0.0,67
3.7,86.0,10.6,5.8,9.36,8.4,0.0,68
3.5,84.0,11.3,5.8,9.21,8.6,0.0,69
3.4,83.0,11.3,7.6,9.17,8.8,0.0,70
3.3,82.0,11.6,7.5,9.27,8.6,0.0,71
3.2,80.0,11.8,7.2,8.85,8.5,0.0,72
3.2,78.0,12.6,6.9,9.01,8.4,0.0,73
3.1,76.0,12.1,6.7,9.4,8.2,0.0,74
3.0,74.0,12.1,6.4,10.15,7.9,0.0,75
3.4,73.0,12.1,6.6,10.03,7.7,1.0,78
4.0,72.0,11.4,6.4,10.12,7.8,16.0,79
4.1,73.0,10.1,5.5,10.65,8.1,51.0,79
3.9,76.0,7.5,4.5,10.13,8.3,62.0,82
3.9,76.0,6.8,4.2,9.56,8.7,98.0,87
3.9,73.0,5.1,3.5,8.11,7.7,86.0,86
3.5,71.0,3.8,2.5,7.32,7.3,113.0,79
3.2,69.0,4.1,2.4,7.25,7.2,225.0,74
3.6,72.0,5.5,2.8,6.93,6.8,130.0,76
3.9,76.0,7.4,3.4,6.21,7.1,146.0,73
4.0,81.0,8.6,4.0,5.46,6.8,100.0,75
4.6,82.0,10.2,4.6,4.91,6.2,27.0,76
4.5,82.0,11.8,5.0,4.01,5.9,1.0,75
4.2,83.0,13.2,5.6,3.58,5.2,0.0,78
4.4,81.0,14.0,5.9,3.54,5.0,0.0,79
4.6,79.0,14.3,6.2,3.79,4.7,0.0,82
4.5,77.0,14.2,6.3,3.91,4.4,0.0,87
4.5,75.0,13.9,6.4,4.06,3.8,0.0,92
5.5,70.0,11.4,6.5,4.03,3.7,0.0,92
5.4,66.0,12.1,7.1,3.65,3.8,0.0,92
5.9,61.0,12.8,8.3,3.4,3.5,0.0,92
6.5,59.0,13.1,9.1,3.35,3.1,0.0,93
7.2,53.0,14.5,9.9,2.77,3.0,0.0,94
7.9,50.0,13.4,10.6,2.32,2.9,0.0,95
8.7,44.0,13.5,11.1,2.01,3.0,1.0,96
9.7,39.0,14.9,12.4,2.18,3.6,41.0,94
9.4,38.0,15.9,12.3,2.19,4.4,107.0,92
7.6,44.0,16.5,12.8,2.17,5.4,184.0,87
7.0,51.0,16.5,13.4,1.77,6.4,280.0,83
6.7,55.0,17.1,13.2,1.63,7.0,331.0,79
6.5,60.0,15.3,13.0,2.55,6.6,364.0,74
6.6,65.0,14.8,12.8,2.16,7.1,291.0,70
6.5,70.0,15.2,12.4,2.21,7.3,265.0,67
7.2,70.0,15.5,11.8,2.63,7.2,193.0,65
7.8,65.0,15.8,10.5,2.19,6.7,77.0,71
8.5,60.0,15.3,10.8,1.65,5.9,32.0,79
9.6,55.0,16.9,12.0,2.13,4.8,1.0,90
11.4,52.0,17.5,11.8,2.27,4.1,0.0,94
11.3,48.0,17.4,12.6,1.84,4.1,0.0,95
10.6,44.0,16.2,12.6,2.44,3.5,0.0,95
10.5,41.0,16.3,11.3,2.31,3.2,0.0,96
10.1,40.0,16.7,11.8,2.45,2.6,0.0,97
8.0,40.0,15.2,11.8,2.35,3.0,0.0,95
8.4,41.0,14.9,11.3,2.5,3.0,0.0,97
6.6,45.0,14.8,11.6,2.41,2.9,0.0,98
5.3,51.0,13.3,10.6,2.62,2.5,0.0,98
5.4,49.0,12.1,9.7,2.67,2.2,0.0,99
5.1,44.0,11.0,9.0,2.7,1.8,0.0,100
5.5,43.0,10.9,7.8,2.67,2.5,2.0,99
6.1,42.0,10.1,7.1,3.03,2.8,39.0,99
5.7,41.0,9.6,6.2,2.91,3.8,110.0,92
4.5,52.0,9.7,5.9,2.95,5.2,226.0,86
3.6,55.0,8.8,5.4,3.22,6.7,344.0,74
3.3,65.0,8.4,5.0,3.93,7.8,413.0,64
2.7,72.0,8.5,4.1,4.75,7.6,351.0,62
2.7,77.0,8.4,3.8,4.75,7.7,255.0,61
3.0,76.0,8.2,3.7,5.03,8.2,280.0,57
2.6,81.0,7.9,3.2,5.09,8.1,271.0,55
2.4,82.0,7.4,3.2,4.47,7.4,193.0,61
3.5,80.0,7.6,3.5,4.11,6.2,73.0,67
4.0,80.0,8.4,3.8,4.93,5.3,2.0,72
4.2,78.0,8.8,4.0,6.14,4.7,0.0,81
4.0,77.0,8.6,4.4,6.12,4.3,0.0,84
3.8,73.0,8.7,4.9,6.49,4.8,0.0,79
3.7,72.0,8.8,4.5,6.55,4.9,0.0,78
3.6,72.0,8.3,4.7,6.86,4.8,0.0,77
3.8,68.0,10.5,6.2,6.97,4.7,0.0,80
4.0,67.0,11.7,6.9,6.95,4.6,0.0,81
4.5,69.0,12.1,7.3,6.75,4.6,0.0,80
4.8,64.0,15.0,10.3,6.61,4.6,0.0,79
5.4,61.0,15.7,11.3,6.6,4.5,0.0,80
5.1,59.0,14.1,11.5,6.7,4.1,0.0,84
6.1,58.0,12.7,11.0,6.05,4.2,1.0,87
7.9,58.0,11.9,10.8,5.67,4.0,18.0,90
8.6,60.0,6.9,6.5,4.87,3.2,29.0,98
7.7,57.0,6.0,4.5,3.94,2.8,47.0,99
7.2,57.0,4.5,3.4,3.23,3.2,53.0,95
7.2,58.0,5.2,3.3,2.87,4.7,104.0,92
6.0,61.0,8.1,4.0,2.65,5.2,151.0,87
4.8,72.0,10.6,4.9,3.0,6.8,247.0,81
4.0,81.0,11.9,4.3,3.86,8.0,287.0,63
3.7,82.0,10.9,3.7,4.61,7.9,143.0,58
3.7,86.0,10.6,3.9,4.62,7.2,140.0,62
5.3,85.0,11.4,4.5,3.7,6.0,69.0,68
6.8,78.0,11.8,5.3,3.37,4.4,3.0,75
6.7,74.0,13.8,5.9,3.27,3.5,0.0,81
7.1,70.0,14.7,6.5,3.59,3.0,0.0,86
5.6,71.0,15.0,6.0,3.28,2.5,0.0,91
5.3,70.0,14.2,6.0,3.09,1.9,0.0,94
5.0,69.0,14.3,6.1,2.79,1.5,0.0,94
5.4,63.0,13.9,6.9,2.93,1.2,0.0,95
5.5,61.0,13.6,7.1,2.52,0.9,0.0,96
5.1,59.0,13.2,6.9,2.51,0.4,0.0,96
4.9,60.0,12.6,7.1,2.77,0.5,0.0,96
5.1,57.0,12.5,7.1,3.09,0.6,0.0,96
5.8,55.0,12.2,7.5,3.1,1.2,0.0,96
7.5,54.0,13.0,7.6,3.43,2.4,4.0,97
9.2,53.0,14.5,8.9,3.77,3.3,28.0,97
8.8,55.0,15.4,9.8,4.1,4.4,87.0,94
6.6,56.0,16.4,10.8,4.85,5.6,189.0,90
6.3,57.0,17.9,12.0,4.73,6.4,239.0,83
5.8,61.0,18.8,12.9,4.89,7.1,333.0,81
5.9,62.0,17.7,13.3,4.92,8.1,367.0,79
6.0,66.0,18.0,13.1,5.02,8.6,350.0,76
6.1,68.0,17.9,12.5,4.88,8.6,290.0,76
7.5,68.0,18.1,11.9,4.56,8.6,215.0,77
8.8,67.0,16.9,11.9,4.9,8.3,139.0,78
9.8,65.0,18.8,12.0,4.63,7.6,60.0,81
9.6,68.0,17.4,12.3,4.84,7.2,3.0,83
8.4,70.0,19.4,13.1,5.3,7.1,0.0,81
7.1,70.0,18.9,13.3,5.54,6.8,0.0,81
6.6,68.0,17.5,13.0,5.72,6.6,0.0,79
6.0,67.0,17.7,12.8,5.49,6.4,0.0,78
5.7,68.0,17.5,12.5,5.09,6.4,0.0,76
5.1,69.0,15.5,10.6,5.02,6.3,0.0,77
4.9,69.0,15.1,10.3,4.7,5.7,0.0,80
4.8,70.0,14.8,10.5,4.61,5.2,0.0,83
4.7,69.0,14.0,10.9,4.71,4.9,0.0,83
4.6,68.0,14.4,11.1,4.95,4.8,0.0,80
4.6,69.0,14.6,11.5,5.15,4.9,0.0,78
5.8,69.0,16.4,12.2,5.11,5.2,6.0,78
6.5,68.0,17.6,13.2,5.17,5.9,81.0,76
5.7,74.0,16.5,12.7,4.91,6.9,216.0,72
4.9,80.0,15.4,12.1,5.29,8.1,309.0,65
4.9,82.0,14.4,11.6,5.19,8.9,333.0,63
4.7,85.0,13.7,11.1,5.32,9.9,422.0,59
4.7,89.0,13.5,10.8,5.24,11.2,511.0,57
5.0,90.0,13.6,10.9,4.79,11.6,447.0,57
5.6,91.0,13.8,11.0,4.35,11.8,346.0,58
6.4,90.0,14.1,11.0,4.08,11.8,312.0,61
7.4,89.0,13.5,10.8,3.88,11.2,208.0,66
9.0,84.0,13.5,10.7,3.6,9.9,81.0,70
11.0,74.0,13.6,10.9,3.36,8.9,5.0,73
10.8,67.0,14.6,12.0,3.18,8.2,0.0,76
11.7,62.0,16.1,13.4,3.03,7.3,0.0,78
11.4,61.0,17.2,14.3,3.04,6.5,0.0,79
9.7,61.0,18.0,15.4,3.15,5.8,0.0,80
7.7,63.0,18.2,15.5,3.33,5.3,0.0,81
6.8,61.0,18.7,15.1,3.26,4.8,0.0,76
5.9,63.0,18.1,14.7,3.29,4.4,0.0,74
5.5,61.0,17.2,14.5,3.23,4.2,0.0,74
4.7,61.0,17.2,14.3,3.44,4.2,0.0,74
4.5,59.0,18.2,15.3,3.35,4.3,0.0,75
5.1,59.0,18.9,16.0,3.37,4.2,0.0,77
7.9,57.0,19.7,16.9,3.69,4.4,8.0,75
12.5,57.0,21.0,18.0,3.67,5.8,86.0,73
11.4,65.0,21.8,18.6,3.3,7.2,169.0,73
10.6,58.0,23.4,18.4,3.37,8.6,272.0,70
8.5,54.0,25.5,17.8,3.24,9.6,318.0,71
7.2,59.0,25.0,16.4,3.24,10.1,264.0,74
5.8,64.0,21.0,15.0,4.15,10.6,251.0,76
5.3,77.0,15.0,6.9,4.08,10.1,146.0,76
4.4,81.0,10.4,5.7,3.31,9.4,70.0,76
4.4,85.0,9.0,5.2,3.27,9.8,163.0,70
4.8,82.0,7.2,4.3,3.76,10.0,224.0,70
5.9,78.0,7.9,4.2,4.2,8.8,89.0,70
6.2,74.0,8.8,4.8,4.07,7.3,6.0,72
5.8,71.0,9.6,5.4,3.72,6.1,0.0,79
6.0,67.0,11.3,5.3,3.78,5.2,0.0,84
6.4,64.0,8.8,5.5,3.57,4.2,0.0,89
6.6,62.0,9.3,6.0,3.04,3.5,0.0,92
6.5,53.0,9.0,5.2,2.73,2.9,0.0,93
6.8,46.0,9.6,6.3,2.71,2.5,0.0,96
7.3,43.0,9.4,6.3,2.97,2.3,0.0,96
7.6,41.0,9.2,6.3,2.9,2.0,0.0,96
7.3,39.0,9.1,6.1,2.76,1.6,0.0,96
8.0,37.0,9.0,6.0,2.48,1.2,0.0,96
9.1,36.0,9.1,6.7,2.31,0.8,0.0,95
12.8,29.0,9.2,7.0,2.3,0.8,10.0,95
12.5,29.0,9.9,8.2,2.2,2.2,78.0,93
14.1,27.0,10.6,8.4,1.7,4.5,216.0,92
13.3,37.0,11.3,8.0,1.28,6.8,336.0,82
11.4,46.0,10.9,7.4,1.04,8.6,462.0,70
12.5,51.0,10.9,6.6,0.72,9.8,538.0,65
12.0,55.0,10.4,7.0,0.52,10.1,560.0,65
10.0,57.0,10.4,6.2,0.97,10.4,529.0,67
8.6,59.0,10.0,6.7,2.19,9.6,459.0,78
8.7,68.0,9.2,5.6,2.38,8.6,354.0,84
8.0,66.0,8.5,4.9,2.13,7.3,222.0,87
9.5,65.0,8.3,5.7,2.39,5.6,89.0,91
11.9,58.0,10.0,6.6,1.93,4.8,7.0,89
16.4,47.0,11.8,8.2,0.53,4.1,0.0,92
18.4,43.0,13.0,10.1,0.92,3.7,0.0,93
17.7,35.0,14.0,11.5,0.85,3.0,0.0,94
18.5,30.0,13.7,11.1,0.45,2.2,0.0,98
18.2,27.0,13.2,10.1,0.59,1.3,0.0,100
17.1,24.0,12.6,9.0,0.3,1.4,0.0,100
19.5,23.0,13.2,9.4,0.2,1.3,0.0,100
20.9,21.0,13.3,11.9,1.05,1.5,0.0,99
20.9,17.0,13.3,11.6,1.22,1.1,0.0,100
22.7,18.0,13.4,11.4,1.37,1.5,0.0,100
19.0,21.0,13.6,12.4,1.32,1.6,0.0,99
15.9,21.0,14.1,12.9,0.79,1.9,6.0,100
13.5,20.0,16.3,14.1,0.92,2.5,52.0,99
11.5,25.0,17.6,15.3,1.3,3.0,107.0,99
10.4,34.0,18.3,15.2,1.77,3.5,154.0,96
8.2,44.0,18.2,15.3,2.06,4.6,231.0,92
7.0,52.0,18.0,14.8,2.25,5.2,275.0,90
5.9,56.0,18.0,14.7,2.44,4.3,337.0,90
6.0,59.0,18.1,15.4,2.48,4.2,279.0,89
6.1,61.0,17.5,15.1,2.22,3.8,240.0,91
6.2,66.0,16.1,13.0,2.4,3.3,162.0,92
6.5,70.0,14.2,9.8,2.51,3.0,131.0,92
7.8,71.0,14.4,10.0,1.7,2.6,45.0,94
9.0,69.0,14.4,12.6,1.9,3.2,6.0,93
9.4,67.0,15.9,12.9,2.01,3.0,0.0,94
9.3,65.0,15.5,13.3,1.71,2.6,0.0,95
9.2,67.0,14.1,12.0,1.89,2.3,0.0,95
9.4,68.0,12.6,10.1,2.25,2.3,0.0,95
10.2,63.0,13.5,11.6,2.57,2.2,0.0,96
10.8,59.0,15.3,12.9,2.97,2.2,0.0,96
9.1,58.0,15.8,13.9,2.25,1.5,0.0,96
8.7,57.0,15.8,14.1,2.2,0.9,0.0,96
8.6,56.0,15.8,14.0,2.55,0.6,0.0,96
8.2,54.0,15.2,13.2,2.31,0.3,0.0,97
7.9,51.0,14.6,12.9,2.53,0.2,0.0,99
8.7,45.0,14.2,12.4,3.01,0.4,13.0,99
8.0,45.0,13.3,11.5,3.23,2.0,103.0,94
6.8,53.0,11.9,10.2,3.47,3.8,223.0,90
5.7,56.0,11.3,9.4,2.72,5.7,361.0,86
4.8,61.0,10.6,8.9,2.68,7.7,485.0,78
4.4,67.0,10.0,8.6,3.05,8.9,556.0,70
4.3,72.0,9.7,8.3,3.22,9.4,576.0,65
4.3,73.0,9.6,8.3,3.3,9.7,551.0,61
4.5,76.0,10.0,8.0,3.14,9.6,481.0,65
4.8,76.0,10.5,7.9,2.82,9.2,375.0,69
5.9,75.0,10.9,8.3,2.53,8.7,243.0,74
7.5,74.0,11.3,9.2,2.27,7.3,105.0,78
8.3,71.0,13.6,10.1,2.9,6.7,10.0,70
8.9,67.0,14.6,11.3,3.03,6.3,0.0,68
8.2,63.0,16.2,13.7,3.06,5.6,0.0,69
7.4,62.0,16.6,13.8,3.16,5.1,0.0,71
7.6,60.0,16.6,14.8,3.23,4.7,0.0,72
8.0,53.0,17.3,16.5,3.15,4.2,0.0,71
8.8,46.0,18.8,17.4,3.18,3.3,0.0,75
8.3,47.0,20.3,17.9,3.02,2.6,0.0,79
7.2,43.0,21.4,18.6,2.97,2.2,0.0,82
6.6,42.0,22.7,18.3,2.76,2.0,0.0,85
5.9,43.0,22.3,17.9,3.05,2.4,0.0,85
6.9,44.0,21.4,17.8,2.89,3.0,0.0,85
10.3,42.0,21.5,18.6,3.11,3.2,10.0,86
11.1,42.0,22.8,18.9,3.67,4.2,98.0,88
7.7,55.0,22.5,17.5,3.33,5.2,184.0,89
6.0,64.0,19.0,16.0,2.45,6.6,263.0,83
6.2,66.0,18.3,14.5,2.54,7.7,325.0,77
4.5,72.0,15.9,10.1,2.56,8.8,407.0,65
4.2,77.0,13.6,6.9,3.38,9.5,485.0,57
3.7,83.0,10.8,3.7,3.66,9.6,408.0,55
4.2,90.0,9.3,3.2,3.61,9.8,373.0,53
5.0,91.0,8.9,3.2,3.31,9.8,293.0,51
6.3,92.0,9.3,4.1,2.82,9.4,233.0,51
7.5,81.0,10.2,4.4,1.71,7.9,96.0,61
10.0,75.0,12.0,5.9,2.01,6.7,9.0,66
11.6,67.0,13.2,7.5,1.57,5.8,0.0,71
12.1,61.0,15.3,8.7,1.08,4.8,0.0,77
12.8,58.0,15.9,8.6,0.89,4.4,0.0,77
12.3,58.0,15.9,9.4,0.93,4.2,0.0,80
13.2,52.0,15.8,9.2,1.53,4.8,0.0,75
14.8,46.0,14.6,10.4,3.79,5.2,0.0,78
8.4,59.0,12.7,8.4,4.09,5.2,0.0,86
5.3,64.0,12.3,7.5,4.3,4.9,0.0,88
4.5,67.0,11.4,7.4,4.35,4.5,0.0,90
3.6,66.0,13.2,10.5,4.34,4.6,0.0,93
